SpatialDimValueCode,Period,FactValueNumeric,indicator,value
ARG,2016,8.06,Expected Years of Schooling (years),17.858
ARG,2016,8.06,Gross National Income Per Capita (2017 PPP$),22692.464
ARG,2016,8.06,Human Development Index (value),0.848
ARG,2016,8.06,Life Expectancy at Birth (years),76.308
ARG,2016,8.06,Mean Years of Schooling (years),10.928
ARG,2017,8.69,Expected Years of Schooling (years),17.843
ARG,2017,8.69,Gross National Income Per Capita (2017 PPP$),22994.826
ARG,2017,8.69,Human Development Index (value),0.853
ARG,2017,8.69,Life Expectancy at Birth (years),76.833
ARG,2017,8.69,Mean Years of Schooling (years),11.016
ARG,2018,8.99,Expected Years of Schooling (years),17.858
ARG,2018,8.99,Gross National Income Per Capita (2017 PPP$),21922.972
ARG,2018,8.99,Human Development Index (value),0.852
ARG,2018,8.99,Life Expectancy at Birth (years),76.999
ARG,2018,8.99,Mean Years of Schooling (years),11.105
ARG,2019,8.14,Expected Years of Schooling (years),18.086
ARG,2019,8.14,Gross National Income Per Capita (2017 PPP$),21205.471
ARG,2019,8.14,Human Development Index (value),0.853
ARG,2019,8.14,Life Expectancy at Birth (years),77.284
ARG,2019,8.14,Mean Years of Schooling (years),11.124
ARM,2000,3.28,Expected Years of Schooling (years),10.725
ARM,2000,3.28,Gross National Income Per Capita (2017 PPP$),4047.936
ARM,2000,3.28,Human Development Index (value),0.656
ARM,2000,3.28,Life Expectancy at Birth (years),70.624
ARM,2000,3.28,Mean Years of Schooling (years),10.49
ARM,2001,3.07,Expected Years of Schooling (years),10.506
ARM,2001,3.07,Gross National Income Per Capita (2017 PPP$),4481.334
ARM,2001,3.07,Human Development Index (value),0.661
ARM,2001,3.07,Life Expectancy at Birth (years),70.932
ARM,2001,3.07,Mean Years of Schooling (years),10.488
ARM,2002,3.1,Expected Years of Schooling (years),10.547
ARM,2002,3.1,Gross National Income Per Capita (2017 PPP$),5144.307
ARM,2002,3.1,Human Development Index (value),0.67
ARM,2002,3.1,Life Expectancy at Birth (years),71.018
ARM,2002,3.1,Mean Years of Schooling (years),10.559
ARM,2003,2.49,Expected Years of Schooling (years),10.588
ARM,2003,2.49,Gross National Income Per Capita (2017 PPP$),5902.461
ARM,2003,2.49,Human Development Index (value),0.681
ARM,2003,2.49,Life Expectancy at Birth (years),71.436
ARM,2003,2.49,Mean Years of Schooling (years),10.629
ARM,2004,3.64,Expected Years of Schooling (years),10.628
ARM,2004,3.64,Gross National Income Per Capita (2017 PPP$),6610.488
ARM,2004,3.64,Human Development Index (value),0.689
ARM,2004,3.64,Life Expectancy at Birth (years),71.421
ARM,2004,3.64,Mean Years of Schooling (years),10.7
ARM,2005,3.81,Expected Years of Schooling (years),10.881
ARM,2005,3.81,Gross National Income Per Capita (2017 PPP$),7579.668
ARM,2005,3.81,Human Development Index (value),0.701
ARM,2005,3.81,Life Expectancy at Birth (years),71.792
ARM,2005,3.81,Mean Years of Schooling (years),10.771
ARM,2006,5.36,Expected Years of Schooling (years),11.335
ARM,2006,5.36,Gross National Income Per Capita (2017 PPP$),8681.503
ARM,2006,5.36,Human Development Index (value),0.714
ARM,2006,5.36,Life Expectancy at Birth (years),71.987
ARM,2006,5.36,Mean Years of Schooling (years),10.841
ARM,2007,5.02,Expected Years of Schooling (years),11.928
ARM,2007,5.02,Gross National Income Per Capita (2017 PPP$),10016.917
ARM,2007,5.02,Human Development Index (value),0.73
ARM,2007,5.02,Life Expectancy at Birth (years),72.327
ARM,2007,5.02,Mean Years of Schooling (years),10.912
ARM,2008,4.23,Expected Years of Schooling (years),11.697
ARM,2008,4.23,Gross National Income Per Capita (2017 PPP$),10843.067
ARM,2008,4.23,Human Development Index (value),0.733
ARM,2008,4.23,Life Expectancy at Birth (years),72.398
ARM,2008,4.23,Mean Years of Schooling (years),10.983
ARM,2009,4.06,Expected Years of Schooling (years),12.232
ARM,2009,4.06,Gross National Income Per Capita (2017 PPP$),9186.423
ARM,2009,4.06,Human Development Index (value),0.732
ARM,2009,4.06,Life Expectancy at Birth (years),72.813
ARM,2009,4.06,Mean Years of Schooling (years),11.053
ARM,2010,5.86,Expected Years of Schooling (years),12.426
ARM,2010,5.86,Gross National Income Per Capita (2017 PPP$),9517.274
ARM,2010,5.86,Human Development Index (value),0.739
ARM,2010,5.86,Life Expectancy at Birth (years),73.16
ARM,2010,5.86,Mean Years of Schooling (years),11.124
ARM,2011,5.74,Expected Years of Schooling (years),12.556
ARM,2011,5.74,Gross National Income Per Capita (2017 PPP$),9892.56
ARM,2011,5.74,Human Development Index (value),0.743
ARM,2011,5.74,Life Expectancy at Birth (years),73.305
ARM,2011,5.74,Mean Years of Schooling (years),11.195
ARM,2012,6.39,Expected Years of Schooling (years),12.679
ARM,2012,6.39,Gross National Income Per Capita (2017 PPP$),10718.4
ARM,2012,6.39,Human Development Index (value),0.751
ARM,2012,6.39,Life Expectancy at Birth (years),73.454
ARM,2012,6.39,Mean Years of Schooling (years),11.289
ARM,2013,5.31,Expected Years of Schooling (years),12.801
ARM,2013,5.31,Gross National Income Per Capita (2017 PPP$),11336.712
ARM,2013,5.31,Human Development Index (value),0.757
ARM,2013,5.31,Life Expectancy at Birth (years),73.676
ARM,2013,5.31,Mean Years of Schooling (years),11.383
ARM,2014,4.63,Expected Years of Schooling (years),13.078
ARM,2014,4.63,Gross National Income Per Capita (2017 PPP$),11608.186
ARM,2014,4.63,Human Development Index (value),0.764
ARM,2014,4.63,Life Expectancy at Birth (years),74.058
ARM,2014,4.63,Mean Years of Schooling (years),11.478
ARM,2015,4.7,Expected Years of Schooling (years),13.132
ARM,2015,4.7,Gross National Income Per Capita (2017 PPP$),11966.456
ARM,2015,4.7,Human Development Index (value),0.769
ARM,2015,4.7,Life Expectancy at Birth (years),74.436
ARM,2015,4.7,Mean Years of Schooling (years),11.572
ARM,2016,4.43,Expected Years of Schooling (years),13.362
ARM,2016,4.43,Gross National Income Per Capita (2017 PPP$),11854.26
ARM,2016,4.43,Human Development Index (value),0.773
ARM,2016,4.43,Life Expectancy at Birth (years),74.664
ARM,2016,4.43,Mean Years of Schooling (years),11.69
ARM,2017,2.43,Expected Years of Schooling (years),13.592
ARM,2017,2.43,Gross National Income Per Capita (2017 PPP$),12949.75
ARM,2017,2.43,Human Development Index (value),0.775
ARM,2017,2.43,Life Expectancy at Birth (years),74.906
ARM,2017,2.43,Mean Years of Schooling (years),11.188
ARM,2018,1.65,Expected Years of Schooling (years),13.821
ARM,2018,1.65,Gross National Income Per Capita (2017 PPP$),13459.018
ARM,2018,1.65,Human Development Index (value),0.781
ARM,2018,1.65,Life Expectancy at Birth (years),75.064
ARM,2018,1.65,Mean Years of Schooling (years),11.235
ARM,2019,2.66,Expected Years of Schooling (years),13.999
ARM,2019,2.66,Gross National Income Per Capita (2017 PPP$),14521.838
ARM,2019,2.66,Human Development Index (value),0.789
ARM,2019,2.66,Life Expectancy at Birth (years),75.439
ARM,2019,2.66,Mean Years of Schooling (years),11.283
ATG,2000,2.01,Gross National Income Per Capita (2017 PPP$),16303.232
ATG,2000,2.01,Life Expectancy at Birth (years),74.606
ATG,2000,2.01,Mean Years of Schooling (years),9.725
ATG,2001,1.88,Gross National Income Per Capita (2017 PPP$),15914.576
ATG,2001,1.88,Life Expectancy at Birth (years),75.078
ATG,2001,1.88,Mean Years of Schooling (years),9.77
ATG,2002,1.25,Gross National Income Per Capita (2017 PPP$),15839.495
ATG,2002,1.25,Life Expectancy at Birth (years),75.536
ATG,2002,1.25,Mean Years of Schooling (years),9.815
ATG,2003,1.44,Gross National Income Per Capita (2017 PPP$),16685.929
ATG,2003,1.44,Life Expectancy at Birth (years),75.478
ATG,2003,1.44,Mean Years of Schooling (years),9.861
ATG,2004,1.95,Gross National Income Per Capita (2017 PPP$),17306.086
ATG,2004,1.95,Life Expectancy at Birth (years),75.672
ATG,2004,1.95,Mean Years of Schooling (years),9.906
ATG,2005,1.32,Gross National Income Per Capita (2017 PPP$),18613.879
ATG,2005,1.32,Life Expectancy at Birth (years),75.825
ATG,2005,1.32,Mean Years of Schooling (years),9.952
ATG,2006,0.44,Gross National Income Per Capita (2017 PPP$),20746.769
ATG,2006,0.44,Life Expectancy at Birth (years),75.765
ATG,2006,0.44,Mean Years of Schooling (years),9.998
ATG,2007,0.33,Expected Years of Schooling (years),15.64
ATG,2007,0.33,Gross National Income Per Capita (2017 PPP$),22369.738
ATG,2007,0.33,Human Development Index (value),0.816
ATG,2007,0.33,Life Expectancy at Birth (years),76.131
ATG,2007,0.33,Mean Years of Schooling (years),10.045
ATG,2008,0.25,Expected Years of Schooling (years),15.565
ATG,2008,0.25,Gross National Income Per Capita (2017 PPP$),22102.014
ATG,2008,0.25,Human Development Index (value),0.816
ATG,2008,0.25,Life Expectancy at Birth (years),76.41
ATG,2008,0.25,Mean Years of Schooling (years),10.091
ATG,2009,0.0,Expected Years of Schooling (years),15.491
ATG,2009,0.0,Gross National Income Per Capita (2017 PPP$),19225.413
ATG,2009,0.0,Human Development Index (value),0.81
ATG,2009,0.0,Life Expectancy at Birth (years),76.669
ATG,2009,0.0,Mean Years of Schooling (years),10.138
ATG,2010,0.13,Expected Years of Schooling (years),15.584
ATG,2010,0.13,Gross National Income Per Capita (2017 PPP$),17736.695
ATG,2010,0.13,Human Development Index (value),0.808
ATG,2010,0.13,Life Expectancy at Birth (years),76.82
ATG,2010,0.13,Mean Years of Schooling (years),10.185
ATG,2011,0.16,Expected Years of Schooling (years),15.309
ATG,2011,0.16,Gross National Income Per Capita (2017 PPP$),17054.121
ATG,2011,0.16,Human Development Index (value),0.805
ATG,2011,0.16,Life Expectancy at Birth (years),77.104
ATG,2011,0.16,Mean Years of Schooling (years),10.232
ATG,2012,0.0,Expected Years of Schooling (years),15.587
ATG,2012,0.0,Gross National Income Per Capita (2017 PPP$),17301.813
ATG,2012,0.0,Human Development Index (value),0.811
ATG,2012,0.0,Life Expectancy at Birth (years),77.35
ATG,2012,0.0,Mean Years of Schooling (years),10.28
ATG,2013,0.0,Expected Years of Schooling (years),15.578
ATG,2013,0.0,Gross National Income Per Capita (2017 PPP$),17327.145
ATG,2013,0.0,Human Development Index (value),0.812
ATG,2013,0.0,Life Expectancy at Birth (years),77.583
ATG,2013,0.0,Mean Years of Schooling (years),10.327
ATG,2014,0.44,Expected Years of Schooling (years),15.568
ATG,2014,0.44,Gross National Income Per Capita (2017 PPP$),17791.963
ATG,2014,0.44,Human Development Index (value),0.815
ATG,2014,0.44,Life Expectancy at Birth (years),77.858
ATG,2014,0.44,Mean Years of Schooling (years),10.375
ATG,2015,0.42,Expected Years of Schooling (years),15.559
ATG,2015,0.42,Gross National Income Per Capita (2017 PPP$),18428.045
ATG,2015,0.42,Human Development Index (value),0.818
ATG,2015,0.42,Life Expectancy at Birth (years),77.913
ATG,2015,0.42,Mean Years of Schooling (years),10.423
ATG,2016,0.49,Expected Years of Schooling (years),15.55
ATG,2016,0.49,Gross National Income Per Capita (2017 PPP$),19265.335
ATG,2016,0.49,Human Development Index (value),0.822
ATG,2016,0.49,Life Expectancy at Birth (years),78.152
ATG,2016,0.49,Mean Years of Schooling (years),10.47
ATG,2017,0.0,Expected Years of Schooling (years),15.54
ATG,2017,0.0,Gross National Income Per Capita (2017 PPP$),19701.745
ATG,2017,0.0,Human Development Index (value),0.824
ATG,2017,0.0,Life Expectancy at Birth (years),78.268
ATG,2017,0.0,Mean Years of Schooling (years),10.518
ATG,2018,0.32,Expected Years of Schooling (years),15.531
ATG,2018,0.32,Gross National Income Per Capita (2017 PPP$),20907.676
ATG,2018,0.32,Human Development Index (value),0.828
ATG,2018,0.32,Life Expectancy at Birth (years),78.511
ATG,2018,0.32,Mean Years of Schooling (years),10.527
ATG,2019,0.32,Expected Years of Schooling (years),15.522
ATG,2019,0.32,Gross National Income Per Capita (2017 PPP$),21761.676
ATG,2019,0.32,Human Development Index (value),0.831
ATG,2019,0.32,Life Expectancy at Birth (years),78.691
ATG,2019,0.32,Mean Years of Schooling (years),10.537
AUS,2000,11.85,Expected Years of Schooling (years),20.78
AUS,2000,11.85,Gross National Income Per Capita (2017 PPP$),37285.528
AUS,2000,11.85,Human Development Index (value),0.896
AUS,2000,11.85,Life Expectancy at Birth (years),79.631
AUS,2000,11.85,Mean Years of Schooling (years),11.288
AUS,2001,11.19,Expected Years of Schooling (years),20.944
AUS,2001,11.19,Gross National Income Per Capita (2017 PPP$),38345.473
AUS,2001,11.19,Human Development Index (value),0.9
AUS,2001,11.19,Life Expectancy at Birth (years),80.016
AUS,2001,11.19,Mean Years of Schooling (years),11.344
AUS,2002,10.38,Expected Years of Schooling (years),21.109
AUS,2002,10.38,Gross National Income Per Capita (2017 PPP$),39035.728
AUS,2002,10.38,Human Development Index (value),0.902
AUS,2002,10.38,Life Expectancy at Birth (years),80.064
AUS,2002,10.38,Mean Years of Schooling (years),11.4
AUS,2003,9.61,Expected Years of Schooling (years),21.273
AUS,2003,9.61,Gross National Income Per Capita (2017 PPP$),40207.25
AUS,2003,9.61,Human Development Index (value),0.906
AUS,2003,9.61,Life Expectancy at Birth (years),80.455
AUS,2003,9.61,Mean Years of Schooling (years),11.456
AUS,2004,9.21,Expected Years of Schooling (years),21.438
AUS,2004,9.21,Gross National Income Per Capita (2017 PPP$),40642.13
AUS,2004,9.21,Human Development Index (value),0.908
AUS,2004,9.21,Life Expectancy at Birth (years),80.751
AUS,2004,9.21,Mean Years of Schooling (years),11.512
AUS,2005,10.07,Expected Years of Schooling (years),21.602
AUS,2005,10.07,Gross National Income Per Capita (2017 PPP$),41168.042
AUS,2005,10.07,Human Development Index (value),0.911
AUS,2005,10.07,Life Expectancy at Birth (years),81.113
AUS,2005,10.07,Mean Years of Schooling (years),11.548
AUS,2006,9.53,Expected Years of Schooling (years),21.767
AUS,2006,9.53,Gross National Income Per Capita (2017 PPP$),41858.098
AUS,2006,9.53,Human Development Index (value),0.914
AUS,2006,9.53,Life Expectancy at Birth (years),81.282
AUS,2006,9.53,Mean Years of Schooling (years),11.645
AUS,2007,9.82,Expected Years of Schooling (years),21.932
AUS,2007,9.82,Gross National Income Per Capita (2017 PPP$),42760.182
AUS,2007,9.82,Human Development Index (value),0.916
AUS,2007,9.82,Life Expectancy at Birth (years),81.26
AUS,2007,9.82,Mean Years of Schooling (years),11.712
AUS,2008,10.45,Expected Years of Schooling (years),22.096
AUS,2008,10.45,Gross National Income Per Capita (2017 PPP$),42962.35
AUS,2008,10.45,Human Development Index (value),0.92
AUS,2008,10.45,Life Expectancy at Birth (years),81.459
AUS,2008,10.45,Mean Years of Schooling (years),11.938
AUS,2009,10.01,Expected Years of Schooling (years),22.261
AUS,2009,10.01,Gross National Income Per Capita (2017 PPP$),42906.866
AUS,2009,10.01,Human Development Index (value),0.922
AUS,2009,10.01,Life Expectancy at Birth (years),81.766
AUS,2009,10.01,Mean Years of Schooling (years),11.987
AUS,2010,10.41,Expected Years of Schooling (years),22.425
AUS,2010,10.41,Gross National Income Per Capita (2017 PPP$),43158.475
AUS,2010,10.41,Human Development Index (value),0.924
AUS,2010,10.41,Life Expectancy at Birth (years),82.055
AUS,2010,10.41,Mean Years of Schooling (years),12.034
AUS,2011,10.06,Expected Years of Schooling (years),22.59
AUS,2011,10.06,Gross National Income Per Capita (2017 PPP$),44610.728
AUS,2011,10.06,Human Development Index (value),0.927
AUS,2011,10.06,Life Expectancy at Birth (years),82.134
AUS,2011,10.06,Mean Years of Schooling (years),12.116
AUS,2012,10.48,Expected Years of Schooling (years),22.754
AUS,2012,10.48,Gross National Income Per Capita (2017 PPP$),45268.492
AUS,2012,10.48,Human Development Index (value),0.931
AUS,2012,10.48,Life Expectancy at Birth (years),82.346
AUS,2012,10.48,Mean Years of Schooling (years),12.296
AUS,2013,10.24,Expected Years of Schooling (years),22.919
AUS,2013,10.24,Gross National Income Per Capita (2017 PPP$),45609.494
AUS,2013,10.24,Human Development Index (value),0.929
AUS,2013,10.24,Life Expectancy at Birth (years),82.604
AUS,2013,10.24,Mean Years of Schooling (years),12.019
AUS,2014,11.31,Expected Years of Schooling (years),23.083
AUS,2014,11.31,Gross National Income Per Capita (2017 PPP$),46153.799
AUS,2014,11.31,Human Development Index (value),0.931
AUS,2014,11.31,Life Expectancy at Birth (years),82.568
AUS,2014,11.31,Mean Years of Schooling (years),12.167
AUS,2015,11.81,Expected Years of Schooling (years),23.248
AUS,2015,11.81,Gross National Income Per Capita (2017 PPP$),46562.891
AUS,2015,11.81,Human Development Index (value),0.933
AUS,2015,11.81,Life Expectancy at Birth (years),82.655
AUS,2015,11.81,Mean Years of Schooling (years),12.246
AUS,2016,10.92,Expected Years of Schooling (years),22.856
AUS,2016,10.92,Gross National Income Per Capita (2017 PPP$),46712.898
AUS,2016,10.92,Human Development Index (value),0.936
AUS,2016,10.92,Life Expectancy at Birth (years),82.871
AUS,2016,10.92,Mean Years of Schooling (years),12.352
AUS,2017,11.79,Expected Years of Schooling (years),21.951
AUS,2017,11.79,Gross National Income Per Capita (2017 PPP$),47086.514
AUS,2017,11.79,Human Development Index (value),0.937
AUS,2017,11.79,Life Expectancy at Birth (years),83.001
AUS,2017,11.79,Mean Years of Schooling (years),12.422
AUS,2018,11.26,Expected Years of Schooling (years),20.428
